ID_Unico;NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida;RespuestaEstudiante_Preview;RespuestaModelo_Preview;FechaHora;ArchivoRespuesta;ArchivoRevisionCompleta;ErroresCorrectamenteIdentificados;ErroresInventados;Comentarios;Puntuacion_Manual
Contexto2023-1_Ejercicio2_2023-1_Respuesta Incorrecta_qwen_qwen3-8b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;24.95;Si;4182;1942;- Respuesta estudiante -  select cliente.nombre, count(viaje.destino)  from cliente, viaje, ticket where  ticket.refviaje = viaje.id and ticket.refcliente = cliente.id group by cliente.nombre,  - Tabl;Errores identificados: 1. Lógico: Uso incorrecto de COUNT sin DISTINCT.    - ¿Por qué es un error? La consulta cuenta todas las ocurrencias de `viaje.destino` (incluyendo duplicados), pero el enunciad;2025-09-29 00:07:40;Contexto2023-1/Ejercicio2_2023-1/Respuesta Incorrecta/qwen_qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Respuesta Incorrecta_qwen_qwen3-8b_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-27b-it_free;Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Logico;4.81;Si;4145;141;- Respuesta estudiante -  SELECT DISTINCT viaje.origen  FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id  - Tabla resultante de estudiante -  | orige;Errores identificados: 1. Lógico: Selección incorrecta de la columna.    - ¿Por qué es un error? La consulta selecciona la columna 'origen' de la tabla 'viaje', mientras que el enunciado solicita los ;2025-09-29 00:07:40;Contexto2023-1/Ejercicio1_2023-1/Error Logico/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Respuesta Incorrecta_qwen_qwen3-235b-a22b_free;Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;106.90;Si;3939;5767;- Respuesta estudiante -  SELECT academico.nombre, COUNT(*)  FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id GROUP BY academico.nombre, tesis.ref_estudiante  - Tabla resultante de es;Errores identificados: 1. Error lógico: Uso incorrecto de GROUP BY.    - ¿Por qué es un error? Agrupar por *academico.nombre* y *tesis.ref_estudiante* divide los datos por cada combinación de nombre a;2025-09-29 00:07:40;Contexto2023-2/Ejercicio1_2023-2/Respuesta Incorrecta/qwen_qwen3-235b-a22b_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Respuesta Incorrecta_qwen_qwen3-235b-a22b_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Elementos Extras_qwen_qwen3-14b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Elementos Extras;16.08;Si;4200;845;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id WHERE cli;Errores identificados: 1. Conceptual: Filtro innecesario por edad.    - ¿Por qué es un error? El enunciado no menciona ningún requisito de edad para los clientes, por lo que la condición `WHERE client;2025-09-29 00:07:40;Contexto2023-1/Ejercicio2_2023-1/Elementos Extras/qwen_qwen3-14b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Elementos Extras_qwen_qwen3-14b_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-27b-it_free;Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;3.06;Si;4291;14;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id GROUP BY ;Errores identificados: No hay error encontrado.;2025-09-29 00:07:40;Contexto2023-1/Ejercicio2_2023-1/Respuesta Correcta/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Respuesta Correcta_qwen_qwen3-235b-a22b_free;Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;31.80;Si;4859;812;- Respuesta estudiante -  SELECT DISTINCT viaje.destino FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id WHERE cliente.nombre = 'Juan',  - Tabla resu;Errores identificados: No hay error encontrado.;2025-09-29 00:07:40;Contexto2023-1/Ejercicio1_2023-1/Respuesta Correcta/qwen_qwen3-235b-a22b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Respuesta Correcta_qwen_qwen3-235b-a22b_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Respuesta Correcta_qwen_qwen3-8b_free;Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;31.61;Si;3862;2450;- Respuesta estudiante -  SELECT DISTINCT academico.nombre FROM tesis INNER JOIN academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 201;Errores identificados: 1. Conceptual: Uso innecesario del INNER JOIN con la tabla estudiante.    - ¿Por qué es un error? La tabla estudiante no es necesaria para obtener los nombres de los académicos ;2025-09-29 00:07:40;Contexto2023-2/Ejercicio3_2023-2/Respuesta Correcta/qwen_qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Respuesta Correcta_qwen_qwen3-8b_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_deepseek_deepseek-r1-0528-qwen3-8b_free;Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;50.41;Si;4108;5817;- Respuesta estudiante -  SELECT cliente.nombre, COUNT DISTINCT viaje.destino FROM cliente INNER JOIN ticket ticket.refcliente == cliente.id INNER JOIN viaje ticket.refviaje == viaje.id GROUP BY clien;Errores identificados: 1. Sintaxis: Uso incorrecto de la cláusula JOIN.    - ¿Por qué es un error? La sintaxis de JOIN requiere la cláusula `ON` para definir la condición de unión, y la estructura uti;2025-09-29 00:07:40;Contexto2023-1/Ejercicio2_2023-1/Error Sintaxis/deepseek_deepseek-r1-0528-qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_deepseek_deepseek-r1-0528-qwen3-8b_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_qwen_qwen3-30b-a3b_free;Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;33.64;Si;4029;1670;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico FROM (     SELECT academico.id, academico.nombre     FROM academico ) AS academico INNER JOIN (     SELECT revisor.ref_academico, ;Errores identificados: 1. Error conceptual: Uso innecesario de subqueries anidadas.    - ¿Por qué es un error? La consulta puede resolverse sin subqueries anidadas, utilizando directamente la función ;2025-09-29 00:07:40;Contexto2023-2/Ejercicio2_2023-2/Elementos Extras/qwen_qwen3-30b-a3b_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_qwen_qwen3-30b-a3b_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Respuesta Incorrecta_google_gemma-3-27b-it_free;Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;4.44;Si;4001;110;- Respuesta estudiante -  SELECT academico.nombre AS rev_nombre FROM academico JOIN revisor ON revisor.ref_academico = academico.id GROUP BY academico.id, academico.nombre ORDER BY COUNT(revisor.ref_t;Errores identificados:  1. Lógico: Uso de ORDER BY y LIMIT.    - ¿Por qué es un error? El enunciado especifica explícitamente que no se permitan las cláusulas ORDER BY, OFFSET o LIMIT.  2. Lógico: Dev;2025-09-29 00:07:45;Contexto2023-2/Ejercicio2_2023-2/Respuesta Incorrecta/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Respuesta Incorrecta_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Error Logico_google_gemma-3-27b-it_free;Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Logico;3.46;Si;3878;109;- Respuesta estudiante -  SELECT academico.nombre FROM tesis INNER JOIN academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 2018,   - Ta;Errores identificados: 1. Lógico: Filtrado incorrecto por año de ingreso.    - ¿Por qué es un error? La consulta filtra por estudiantes que ingresaron en 2018, mientras que el enunciado solicita aquel;2025-09-29 00:07:45;Contexto2023-2/Ejercicio3_2023-2/Error Logico/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Error Logico_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Respuesta Correcta_google_gemma-3-12b-it_free;Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;6.94;Si;3985;136;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico, COUNT(tesis.ref_estudiante) AS nro_estudiantes FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id GROUP BY academi;Errores identificados:     [1. Tipo de error: Error Lógico]         ¿Por qué es un error? La consulta utiliza un JOIN implícito (usando comas en la cláusula FROM y la condición en la cláusula WHERE) e;2025-09-29 00:07:48;Contexto2023-2/Ejercicio1_2023-2/Respuesta Correcta/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Respuesta Correcta_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Error Logico_google_gemma-3-4b-it_free;Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Error Logico;5.44;Si;4219;0;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id GROUP BY cliente.id, cliente.nombre HAVING COUNT(ticket.id) <> (     SELECT MIN(nro_tic;Errores identificados: 1.  logico: Uso incorrecto de la subconsulta para encontrar el mínimo número de tickets.     - ¿Por qué es un error? La subconsulta `(SELECT MIN(nro_tickets) FROM ...)` encuentr;2025-09-29 00:08:46;Contexto2023-1/Ejercicio3_2023-1/Error Logico/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Error Logico_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-12b-it_free;Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;5.73;Si;4291;105;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id GROUP BY ;respuesta:   Errores identificados:    1. Tipo de error: Error conceptual       ¿Por qué es un error?: Aunque la consulta arroja el resultado correcto, el uso de JOINs implícitos (con comas y condicio;2025-09-29 00:08:46;Contexto2023-1/Ejercicio2_2023-1/Respuesta Correcta/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_x-ai_grok-4-fast_free;Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;34.80;Si;3899;1529;- Respuesta estudiante -  SELECT cliente.nombre, count(ticket.id) as ticket FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id group by cliente.nombre Order by ticket DESC Limit 1,  - Ta;Errores identificados: 1. Error Lógico: No retorna todos los clientes con la mayor cantidad de tickets.    ¿Por qué es un error? La consulta usa LIMIT 1 después de ORDER BY, lo que solo selecciona un ;2025-09-29 00:08:46;Contexto2023-1/Ejercicio3_2023-1/Respuesta Incorrecta/x-ai_grok-4-fast_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_x-ai_grok-4-fast_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Elementos Extras_deepseek_deepseek-chat-v3.1_free;Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;10.53;Si;4076;138;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id GROUP BY cliente.id, cliente.nombre HAVING COUNT(ticket.id) = (     SELECT MAX(nro_tick;Errores identificados: 1. Error conceptual: Uso innecesario de ORDER BY y LIMIT.    - ¿Por qué es un error? El enunciado no solicita ordenar los resultados ni limitar la cantidad de filas devueltas. E;2025-09-29 00:08:46;Contexto2023-1/Ejercicio3_2023-1/Elementos Extras/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Elementos Extras_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-12b-it_free;Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Logico;10.47;Si;4145;202;- Respuesta estudiante -  SELECT DISTINCT viaje.origen  FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id  - Tabla resultante de estudiante -  | orige;Errores identificados:  1. **Error Lógico:** La consulta no cumple con el requisito de incluir solo autores con más de 5 ventas totales. El uso de `HAVING SUM(v.cantidad) > 5` es correcto. La consulta;2025-09-29 00:08:46;Contexto2023-1/Ejercicio1_2023-1/Error Logico/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Error Sintaxis_google_gemma-3-4b-it_free;Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;4.05;Si;3782;0;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico COUNT(tesis.ref_estudiante) AS nro_estudiantes FROM academic INNER JOIN tesis tesis.ref_tutor = academico.id GROUP BY academico.id;Errores identificados: 1.  logico: Falta el JOIN entre la tabla tesis y la tabla academico.     - ¿Por qué es un error? La consulta no relaciona la tabla tesis con la tabla academico para obtener la i;2025-09-29 00:08:46;Contexto2023-2/Ejercicio1_2023-2/Error Sintaxis/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Error Sintaxis_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Respuesta Correcta_deepseek_deepseek-chat-v3.1_free;Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;13.36;Si;3931;173;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico FROM academico INNER JOIN revisor ON revisor.ref_academico = academico.id GROUP BY academico.id, academico.nombre HAVING COUNT(rev;Errores identificados: 1. Error conceptual: Uso innecesario de subconsulta en HAVING con JOIN redundante.    - ¿Por qué es un error? La subconsulta dentro del HAVING realiza el mismo JOIN y agrupación;2025-09-29 00:08:46;Contexto2023-2/Ejercicio2_2023-2/Respuesta Correcta/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Respuesta Correcta_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_qwen_qwen3-30b-a3b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;11.64;Si;4112;718;- Respuesta estudiante -  SELECT cliente.nombre, COUNT DISTINCT viaje.destino FROM cliente INNER JOIN ticket ticket.refcliente == cliente.id INNER JOIN viaje ticket.refviaje == viaje.id GROUP BY clien;Errores identificados: 1. Sintaxis: Uso incorrecto de COUNT con sintaxis incompleta.    - ¿Por qué es un error? La función COUNT debe ir entre paréntesis y el modificador DISTINCT debe colocarse corre;2025-09-29 00:08:46;Contexto2023-1/Ejercicio2_2023-1/Error Sintaxis/qwen_qwen3-30b-a3b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_qwen_qwen3-30b-a3b_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Error Sintaxis_qwen_qwen3-14b_free;Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Sintaxis;32.02;Si;3822;1661;- Respuesta estudiante -  SELECT DISTING academico.nombre FROM tecis INNER JON academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 2019,;"Errores identificados: 1. Sintaxis: Palabra clave mal escrita ""DISTING"".    - ¿Por qué es un error? ""DISTING"" no es una palabra clave válida en SQL. La palabra correcta es ""DISTINCT"", que se utiliza p";2025-09-29 00:08:46;Contexto2023-2/Ejercicio3_2023-2/Error Sintaxis/qwen_qwen3-14b_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Error Sintaxis_qwen_qwen3-14b_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_google_gemma-3-27b-it_free;Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Elementos Extras;6.37;Si;4124;236;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico FROM (     SELECT academico.id, academico.nombre     FROM academico ) AS academico INNER JOIN (     SELECT revisor.ref_academico, ;Errores identificados: 1. Conceptual: Subconsultas innecesarias y redundantes.    - ¿Por qué es un error? Se utilizan subconsultas para seleccionar el ID y nombre del académico, y para contar las tesi;2025-09-29 00:08:46;Contexto2023-2/Ejercicio2_2023-2/Elementos Extras/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Elementos Extras_qwen_qwen3-8b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Elementos Extras;17.15;Si;4200;1287;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id WHERE cli;Errores identificados: 1. Conceptual: Uso innecesario de filtro por edad.    - ¿Por qué es un error? El enunciado no solicita filtrar clientes por edad, por lo que la condición `cliente.edad < 100` es;2025-09-29 00:08:46;Contexto2023-1/Ejercicio2_2023-1/Elementos Extras/qwen_qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Elementos Extras_qwen_qwen3-8b_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Error Logico_deepseek_deepseek-chat-v3.1_free;Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;18.19;Si;3845;331;- Respuesta estudiante -  SELECT academico.nombre FROM academico INNER JOIN tesis ON tesis.ref_estudiante = academico.id   - Tabla resultante de estudiante -  |nombre           | |-----------------| |;Errores identificados: 1. Error lógico: La consulta no cumple con el objetivo de contar estudiantes por tutor.    - ¿Por qué es un error? La consulta solo selecciona nombres de académicos sin realizar;2025-09-29 00:08:46;Contexto2023-2/Ejercicio1_2023-2/Error Logico/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Error Logico_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Error Logico_google_gemma-3-12b-it_free;Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Logico;4.99;Si;3750;0;- Respuesta estudiante -  SELECT academico.nombre FROM tesis INNER JOIN academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 2018,   - Ta;Errores identificados: 1. Lógico: Filtro incorrecto por año de ingreso.    - ¿Por qué es un error? El enunciado solicita filtrar por estudiantes que ingresaron en el año 2019, pero la consulta utiliza;2025-09-29 00:08:51;Contexto2023-2/Ejercicio3_2023-2/Error Logico/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Error Logico_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Respuesta Incorrecta_google_gemma-3-12b-it_free;Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;5.55;Si;3870;0;- Respuesta estudiante -  SELECT academico.nombre AS rev_nombre FROM academico JOIN revisor ON revisor.ref_academico = academico.id GROUP BY academico.id, academico.nombre ORDER BY COUNT(revisor.ref_t;Errores identificados: 1. Error conceptual: Uso de ORDER BY y LIMIT.    - ¿Por qué es un error? El enunciado prohíbe el uso de `ORDER BY`, `OFFSET` o `LIMIT`. La consulta devuelve solo el académico co;2025-09-29 00:08:51;Contexto2023-2/Ejercicio2_2023-2/Respuesta Incorrecta/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Respuesta Incorrecta_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Respuesta Correcta_google_gemma-3-4b-it_free;Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;5.42;Si;3847;0;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico, COUNT(tesis.ref_estudiante) AS nro_estudiantes FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id GROUP BY academi;Errores identificados: 1. Lógico: Falta el alias de la tabla en el JOIN.    - ¿Por qué es un error? El JOIN entre `academico` y `tesis` no tiene un alias para la tabla `tesis`, lo que dificulta la lec;2025-09-29 00:08:52;Contexto2023-2/Ejercicio1_2023-2/Respuesta Correcta/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Respuesta Correcta_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-4b-it_free;Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;3.11;Si;4211;0;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id GROUP BY ;Errores identificados: 1.  logico: La consulta es correcta y cumple con el objetivo solicitado.     - ¿Por qué es un error? No hay errores en la consulta.  2.  logico: La consulta es correcta y cumple;2025-09-29 00:08:53;Contexto2023-1/Ejercicio2_2023-1/Respuesta Correcta/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-4b-it_free;Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;4.61;Si;4067;0;- Respuesta estudiante -  SELECT DISTINCT viaje.origen  FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id  - Tabla resultante de estudiante -  | orige;Errores identificados: 1.  lógico: La consulta devuelve los orígenes de los viajes en lugar de los destinos.     - ¿Por qué es un error? La consulta selecciona `viaje.origen` en lugar de `viaje.destin;2025-09-29 00:08:53;Contexto2023-1/Ejercicio1_2023-1/Error Logico/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Error Logico_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Respuesta Incorrecta_deepseek_deepseek-chat-v3.1_free;Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;7.87;Si;3970;164;- Respuesta estudiante -  SELECT viaje.destino FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id WHERE cliente.nombre = 'Juan',  - Tabla resultante de;"Errores identificados: 1. Error conceptual: Falta usar DISTINCT para eliminar duplicados.    - ¿Por qué es un error? El enunciado especifica ""No repetir los nombres de ciudad"", pero la consulta del es";2025-09-29 00:08:54;Contexto2023-1/Ejercicio1_2023-1/Respuesta Incorrecta/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Respuesta Incorrecta_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_deepseek_deepseek-r1-0528-qwen3-8b_free;Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;6.46;Si;4111;447;- Respuesta estudiante -  SELECT cliente.nombre, count(ticket.id) as ticket FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id group by cliente.nombre Order by ticket DESC Limit 1,  - Ta;Errores identificados: 1. Lógico: Uso incorrecto de LIMIT sin considerar empates en cálculo de máximo.    - ¿Por qué es un error? LIMIT 1 mostrará solo el primer cliente con más tickets, pero si exist;2025-09-29 00:08:56;Contexto2023-1/Ejercicio3_2023-1/Respuesta Incorrecta/deepseek_deepseek-r1-0528-qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_deepseek_deepseek-r1-0528-qwen3-8b_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Error Logico_mistralai_mistral-nemo_free;Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Error Logico;6.88;Si;4158;312;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id GROUP BY cliente.id, cliente.nombre HAVING COUNT(ticket.id) <> (     SELECT MIN(nro_tic;Errores identificados:  1. Lógico: La consulta del estudiante no está devolviendo los clientes que han comprado la mayor cantidad de tickets.    - ¿Por qué es un error? La consulta del estudiante está;2025-09-29 00:08:56;Contexto2023-1/Ejercicio3_2023-1/Error Logico/mistralai_mistral-nemo_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Error Logico_mistralai_mistral-nemo_free.txt;;;;
